0.36605546	0.07834791	-0.039274834	0.19855829	0.106719665	-0.3736743	-0.11593783	-0.3106699	-0.02250516	0.054847583	0.17966783	-0.3825492	0.3295747	-0.05482148	0.24398205	-0.10848313
0.5404872	0.34970155	0.28020018	0.45382944	-0.18829793	-0.12798315	-0.3324936	-0.26044995	0.1312755	-0.32451794	0.24415381	-0.62611794	0.23668303	-0.19820616	-0.008379241	0.19671452
0.33292	0.44312415	-0.08308884	-0.15323466	-0.03432234	-0.029875714	0.17088144	-0.41314125	0.110810764	-0.3424452	-0.3723537	-0.45575172	0.09243878	0.24407946	0.23599249	-0.49609244
0.111597	-0.061820984	-0.20844951	0.14172114	0.031175809	-0.30806884	-0.15956841	-0.087634824	0.006295932	0.2603234	0.24523751	-0.24091206	0.113473	-0.06555377	0.108218014	0.037180644
0.37708202	0.34665316	-0.20786971	-0.34118378	-0.33732566	0.00015580229	0.34480557	-0.1889219	0.10761485	0.33774856	-0.12815437	-0.45292947	-0.11368908	0.0064123664	-0.07592794	-0.27301142
-0.41591096	0.16388643	-0.4318154	-0.30933505	0.3041348	-0.04475495	0.37136295	-0.63340086	0.30459765	-0.7942643	-0.50611603	-0.21311621	0.063095234	0.6269021	0.7762292	-0.7322528
0.32697093	0.15228802	0.16266687	0.25043905	0.027917847	-0.1542341	-0.29300275	-0.30330092	0.094510175	-0.41404346	0.18171164	-0.5018639	0.1656533	-0.014345658	0.13486286	0.11825103
0.39182562	0.20484072	0.19203132	0.13434726	-0.07174172	-0.045545653	0.0037591564	-0.21433917	-0.08283086	0.011966858	-0.11604514	-0.4145497	0.20432538	-0.17182674	-0.023828886	-0.15154758
-0.33022448	-0.2578348	-0.341365	-0.27169687	0.39199817	-0.40627804	0.47785872	-0.13738702	-0.33687645	0.4843867	-0.26800767	0.24966079	0.37636316	-0.0052807466	0.39539987	-0.6798216
-0.016679285	-0.14646903	-0.11633671	0.035554655	0.3069957	-0.44750664	-0.043109324	-0.16877341	-0.13338862	0.1248525	0.040117387	-0.06042257	0.2585137	0.08327515	0.32644	-0.29776844
-0.12006229	-0.5778066	0.19876412	0.75916696	0.61858714	-0.6125827	-0.59561425	-0.20336094	-0.27028885	-0.5151583	0.46137196	0.039836697	0.55343515	0.060217153	0.49683836	0.07760675
0.366003	0.059817415	0.13222569	0.027409993	-0.021123502	-0.1309431	0.045925725	-0.14786334	-0.14907393	0.1796967	-0.01195714	-0.2682459	0.19152999	-0.10498411	-0.00029313957	-0.119025715
-0.32857993	-0.31361997	-0.61862224	-0.14048098	0.11370613	-0.54819745	-0.011867852	0.40816665	-0.2821	0.9009747	0.46832517	0.3134003	0.060216226	-0.38440594	0.045316685	0.077700965
0.26812473	-0.045461144	-0.00462446	0.5638862	-0.02928859	-0.3537062	-0.4053182	0.057445966	0.023640819	0.06189034	0.44023246	-0.3638526	0.045160867	-0.21963964	0.046391964	0.4041363
0.42439035	0.15663297	0.090940624	0.101620324	-0.33740965	-0.031073146	-0.19255565	0.032080993	-0.028424706	0.46449837	0.22051069	-0.35246745	-0.004112914	-0.3049273	-0.28014708	0.20969339
0.5412852	0.56514543	-0.04748883	0.09827085	-0.6444632	0.09112551	-0.47687405	0.24206407	0.28673166	0.40333736	0.46336254	-0.5695998	-0.39683238	-0.28245842	-0.5038421	0.5495385
0.30683833	0.05688321	0.03386966	-0.038693853	-0.12351416	-0.09574198	-0.025903042	-0.121382445	-0.050249636	0.30456084	0.13837874	-0.2752422	0.08312558	-0.14369462	-0.011290711	0.032371607
0.37045622	0.48523012	-0.19340847	-0.14868066	-0.41539165	0.06728084	-0.1859457	-0.3241388	0.37799686	-0.209484	0.16462879	-0.6851248	-0.26836187	0.09329694	-0.0060248063	0.28766444
0.035033595	-0.23646757	-0.19385642	0.60902756	0.04068269	-0.53255016	-0.607054	0.3393766	0.08599929	0.40635064	0.6305328	-0.07849503	0.013631017	-0.30897057	0.0033565983	0.52622515
-0.74836755	0.34866777	-0.7732262	-0.45373356	0.12031438	0.028181849	0.21345857	-0.65385866	0.6137624	-0.849133	-0.3828172	-0.5030802	-0.5241359	0.6744472	0.7735739	-0.45153797
-0.05222569	0.082696736	-0.3554669	0.021213558	-0.1190123	-0.32831967	-0.2501828	-0.13866241	0.22212286	0.15247184	0.298119	-0.4040485	-0.15613703	0.09788665	0.20230623	0.26335338
0.25402507	0.3261187	0.0044559725	-0.37569794	0.08694727	0.16949736	0.62686425	-0.603388	-0.06821675	-0.4471677	-0.6927287	-0.2878648	0.29568198	0.34676498	0.26367903	-0.87000024
0.09215852	-0.023132496	0.032816526	0.27876854	0.20640233	-0.19749516	-0.14471361	-0.31517455	-0.009326978	-0.35584015	0.023481304	-0.23527095	0.28657347	0.09504229	0.20007719	-0.12017491
0.46305153	0.20225589	0.21919142	-0.076217264	-0.15022576	0.12807894	0.2780509	-0.15391096	-0.14478606	0.18001203	-0.30551562	-0.23633452	0.19015093	-0.15511695	-0.1771126	-0.31195608
0.3292984	0.14113861	0.26527408	0.5369898	-0.19447857	0.1983133	0.021334687	0.2649686	-0.41070327	0.3165086	-0.10508086	-0.16395152	0.39341283	-0.31357083	-0.27853203	-0.2245558
0.26395658	0.27399206	-0.07965544	-0.079860754	-0.42253524	-0.0900182	-0.19378383	0.08859088	0.15802646	0.34747785	0.29168475	-0.43384093	-0.20005128	-0.21352778	-0.2514224	0.27912903
